textile_type,qty_exported,countries_exported,type_of_product,per_unit_cost,total_price,year_of_export,month_of_export,customer_name,seller_name
jute,21,China,Dress,73.35,1540.35,2022,May,Daniel Martinez,Holly Ewing
nylon,62,Vietnam,Shirt,76.71,4756.02,2021,May,Jonathan Jackson,Justin Brown
batik,326,China,Shirt,66.57,21701.82,2021,Oct,Robert Wilson,Benjamin Joyce
silk,193,Japan,Blouse,42.4,8183.2,2022,Apr,Nicole Sanders,Craig Richardson
jute,468,China,Dress,67.1,31402.8,2020,Jan,Dr. Christian Lewis,Anthony White
silk,293,United States,Skirt,51.08,14966.44,2020,Mar,John Duffy,Scott Hernandez
linen,393,China,Scarf,98.29,38627.97,2021,Jan,Derrick Wilson,Crystal Cooley
batik,274,Indonesia,Bags,78.09,21396.66,2021,Apr,Mark Schneider,Greg Hill
silk,54,United States,Jacket,95.19,5140.26,2021,Jun,Jonathan Singh,Stacy Roberts
linen,35,India,Dress,35.63,1247.05,2021,Aug,Brittany Ross,Amy Glenn DDS
batik,155,Vietnam,Shirt,34.01,5271.55,2021,Jul,Dr. Kevin Stein,Melissa Hawkins
polyester,110,United States,Skirt,65.5,7205.0,2021,Jun,Tracie Anderson,Joshua Bond
silk,142,United States,Skirt,1.73,245.66,2021,Oct,Calvin Mccoy,Katherine Gibson
polyester,29,Malaysia,Shirt,3.38,98.02,2020,Mar,Nicholas Gutierrez Jr.,Charles Strickland
flax,274,Vietnam,Skirt,95.66,26210.84,2021,Jul,Jeremy Williams,Nicholas Martin
wool,240,Indonesia,Pants,4.38,1051.2,2021,Jan,Shannon Daniels,Victoria Cortez
batik,346,United Kingdom,Shirt,47.47,16424.62,2020,May,Jeffrey Robinson,Zachary Martinez
jute,35,Japan,Headwear,32.32,1131.2,2022,Jul,Yvette Herrera,Samantha Cook
jute,312,United Kingdom,Dress,77.39,24145.68,2021,Sep,Rachel Carter,Mitchell Turner
linen,170,India,Dress,24.05,4088.5,2020,Sep,William Wright,Willie Horton
batik,425,United States,Skirt,86.32,36686.0,2020,Apr,Keith Davis,Troy Garcia
batik,346,Korea,Jacket,87.93,30423.78,2020,Jun,Jamie Parker,Shannon Ferguson
linen,291,United States,Shirt,84.71,24650.61,2021,Jul,Sandra Young,Kelly Young MD
batik,252,Japan,Headwear,45.7,11516.4,2020,Dec,James Howe,Chad Potter
jute,94,Pakistan,Jacket,26.72,2511.68,2020,Jul,Lawrence Hart,Crystal Reynolds
batik,12,Indonesia,Scarf,11.69,140.28,2020,Jul,Michael Lowe,Carlos Charles
batik,472,Pakistan,Pants,21.16,9987.52,2020,Aug,Samuel Mitchell,Timothy Krueger
rayon,136,United Kingdom,Dress,94.74,12884.64,2022,Jan,Richard Schmidt,Joseph Evans
cotton,489,Indonesia,Shawl,92.23,45100.47,2021,May,Veronica Barker MD,Donna Owens
silk,399,Vietnam,Dress,73.92,29494.08,2022,Aug,Adam Clark,Hector Gardner
polyester,242,United States,Skirt,82.7,20013.4,2022,Jan,Bradley Stark,Christina Beck
batik,80,Pakistan,Blouse,67.63,5410.4,2022,Jul,Mark Hernandez,Kristen Cooper
batik,400,Japan,Shirt,72.8,29120.0,2021,Oct,Nancy Parker,Kimberly Obrien
spandex,312,Indonesia,Dress,38.51,12015.12,2022,May,Aaron White,Lisa Perkins
flax,437,China,Dress,42.62,18624.94,2022,Aug,Richard Abbott,Brian Garner
flax,423,Indonesia,Skirt,28.15,11907.45,2021,Dec,Emily Kline,Jill Fuller
spandex,418,Indonesia,Skirt,54.97,22977.46,2022,Jun,Kimberly Hicks,Mike Murillo
batik,142,Austria,Skirt,85.11,12085.62,2022,May,Joseph Ortiz,Julie Adams
polyester,1,Vietnam,Blouse,64.45,64.45,2021,Jun,Miguel Robertson,Jennifer Pacheco
polyester,223,Hong Kong,Jacket,59.08,13174.84,2020,Aug,Erin Martinez,Shannon Taylor
polyester,417,United States,Scarf,78.37,32680.29,2021,Jan,Joshua Morrow,David Morgan
spandex,320,China,Bags,68.03,21769.6,2021,May,Michael Johnson,Aaron Wright
batik,12,China,Dress,3.97,47.64,2022,Jul,Linda Harrington,Rebecca Skinner
cotton,341,United Kingdom,Blouse,61.02,20807.82,2020,Jan,Tara Fleming,Amy Bishop
batik,350,Cambodia,Skirt,79.1,27685.0,2021,Dec,Clinton Barron,Aaron Watkins
silk,155,Vietnam,Scarf,26.8,4154.0,2021,Jul,Daniel Butler,Matthew Meyer
jute,96,Vietnam,Headwear,94.91,9111.36,2022,Jul,Sydney Rivera,Elizabeth King
jute,311,Vietnam,Skirt,72.51,22550.61,2020,Jul,Amber Ramirez,Justin Camacho
batik,280,Pakistan,Shirt,69.01,19322.8,2020,Jun,Kelli Jacobs,Rodney Little
rayon,461,Japan,Shirt,84.44,38926.84,2021,Jun,Kirk Gomez MD,Wendy Christian
batik,275,Malaysia,Skirt,62.91,17300.25,2021,Jan,Amber Terry,Deborah Goodman
linen,78,United Kingdom,Headwear,63.43,4947.54,2021,Jun,Robert Russell,Lorraine Wagner
wool,70,Vietnam,Shirt,48.28,3379.6,2022,May,Kristen Bridges,Mark Garcia
silk,45,Japan,Shirt,24.69,1111.05,2022,Jul,Brandon Sherman,Travis Ford
flax,281,Bangladesh,Shirt,31.84,8947.04,2021,Oct,Allen Wallace,Kristina Ritter
silk,100,Indonesia,Scarf,70.95,7095.0,2022,May,Chad Wilkins,Joseph Wilson
nylon,174,Vietnam,Dress,0.83,144.42,2021,Apr,Kelly Dixon,Holly Griffith
batik,403,United States,Shirt,11.29,4549.87,2022,Aug,Duane Perez,Kendra Duran
nylon,483,Malaysia,Headwear,84.23,40683.09,2021,Feb,Kimberly Hawkins,Shannon Bowman
spandex,265,Hong Kong,Skirt,6.82,1807.3,2022,Jul,Lisa Gibson,Joshua Thomas
cotton,484,United States,Dress,18.28,8847.52,2021,Sep,Andrea Silva,Megan Carr
batik,259,Indonesia,Skirt,57.75,14957.25,2022,Jul,Amanda Robertson,Caleb Bartlett
batik,478,Pakistan,Skirt,82.75,39554.5,2021,Aug,Jeffery Bennett,Joy Roman
flax,345,Pakistan,Blouse,6.06,2090.7,2022,Dec,Lauren Schmidt,Jennifer Stokes
linen,451,China,Blouse,78.4,35358.4,2022,Oct,Jessica Reyes,Alyssa Ward
rayon,109,Bangladesh,Scarf,41.51,4524.59,2022,Jul,Katie Obrien,Brendan Cowan
spandex,219,Malaysia,Skirt,36.14,7914.66,2020,Aug,Kenneth Johnson,Eric Jimenez
wool,33,China,Pants,20.98,692.34,2021,Jun,Michael Murphy,Tara Powell
wool,462,India,Scarf,77.61,35855.82,2020,Nov,Lisa Morgan,William Gonzalez
batik,176,Austria,Blouse,30.74,5410.24,2022,Feb,Rachel Sims,Samuel Torres
batik,77,Indonesia,Dress,95.84,7379.68,2021,Jan,Kara Pierce,Jasmine Gaines
flax,253,India,Scarf,21.21,5366.13,2021,Jul,Robert Carlson,Jessica Jordan
spandex,236,Pakistan,Bags,34.06,8038.16,2020,Dec,Dawn Lopez,Christopher Crawford
batik,211,Malaysia,Dress,50.18,10587.98,2022,Jun,Cynthia Rollins,Michael Dudley
linen,17,Indonesia,Bags,29.51,501.67,2021,Oct,Roberto Barnes,Larry Fritz
batik,98,Hong Kong,Shirt,25.18,2467.64,2020,Mar,Justin Wood,Lisa Williams
batik,70,Vietnam,Dress,69.94,4895.8,2022,Jan,Katelyn Cooper,Danielle Burns
linen,192,Japan,Dress,6.49,1246.08,2021,Feb,Kathy Roberts,Jason Joyce
wool,356,United Kingdom,Dress,31.89,11352.84,2021,Jul,Christine Howe,Samantha Howard
rayon,8,Malaysia,Blouse,41.1,328.8,2021,Jan,Mason Brown,Alicia Wood
linen,248,United Kingdom,Dress,23.29,5775.92,2021,Mar,Holly Fletcher,Travis Hall
nylon,399,France,Headwear,81.99,32714.01,2020,May,Alexandria Berg,Natalie Riddle
polyester,470,Pakistan,Dress,93.97,44165.9,2020,Jan,Drew Phelps,Carl Russo
jute,164,United Kingdom,Scarf,66.48,10902.72,2022,Feb,Michael Butler,Vanessa Jackson
polyester,326,Japan,Skirt,59.15,19282.9,2022,Jan,Douglas Rivera,Caitlin Carroll
rayon,250,Pakistan,Shawl,34.23,8557.5,2020,Jul,Brittany Williams,Robert Shaw
batik,96,United Kingdom,Scarf,41.96,4028.16,2021,Jul,Mr. Victor Maxwell,Mario Carter
flax,181,Austria,Jacket,41.76,7558.56,2022,Feb,Benjamin Gilbert,Kenneth Mason
wool,442,United States,Shirt,90.72,40098.24,2021,Jul,Marie Garcia,Olivia Mcgee
batik,157,Vietnam,Scarf,93.01,14602.57,2021,May,Lori Lindsey,Anna Allen
batik,439,India,Skirt,7.81,3428.59,2021,Feb,Yolanda Bowers,Brian Hall
batik,140,Ukraine,Blouse,25.68,3595.2,2021,Jan,Cody Sanchez,Amy Allen
batik,370,Pakistan,Shirt,74.2,27454.0,2020,Jun,Mrs. Krystal Thompson,Jessica Odonnell
cotton,189,France,Scarf,51.46,9725.94,2022,Jul,Angela Sanford,Alexander Guerrero
wool,138,Bangladesh,Blouse,94.71,13069.98,2022,Nov,Troy Jarvis,Eric Henderson
batik,164,Vietnam,Pants,45.82,7514.48,2021,May,Robin Morales,Raymond Huynh
spandex,242,Hong Kong,Blouse,90.03,21787.26,2020,Jan,Jennifer Mitchell,Daniel Brown
flax,272,Hong Kong,Scarf,64.9,17652.8,2020,Dec,April Phillips,Troy Ball
batik,194,United Kingdom,Scarf,33.15,6431.1,2020,Sep,Terry Juarez,Jacqueline Hopkins
batik,416,Austria,Scarf,84.39,35106.24,2021,Jul,Cassie Williams,Dr. Joshua Jones
rayon,335,Malaysia,Scarf,30.52,10224.2,2021,Jun,Johnny Taylor,Kirk Lewis
batik,270,Pakistan,Shirt,96.6,26082.0,2022,Nov,Andres Williams,Ashley Ball
batik,3,India,Skirt,77.36,232.08,2020,Jun,Timothy Barrera,Ann Sanford
polyester,289,Japan,Dress,67.11,19394.79,2020,Nov,Daniel Rodriguez,Ronald Brown
wool,184,Cambodia,Blouse,20.31,3737.04,2020,Sep,Brandy May,Megan Ferguson
nylon,73,Indonesia,Dress,33.21,2424.33,2021,Sep,Debra Brown,Paul Rivers
polyester,99,Japan,Scarf,9.64,954.36,2022,Apr,Robert Lawson,Lauren Larson
polyester,465,Malaysia,Blouse,89.21,41482.65,2020,Jan,Suzanne Watson,Katrina Roman
spandex,13,United States,Blouse,56.24,731.12,2022,Jan,Philip Williams,Richard Mclaughlin
cotton,40,United Kingdom,Blouse,58.14,2325.6,2020,Aug,Linda Smith,Sally Gordon
silk,47,Hong Kong,Dress,91.82,4315.54,2021,Nov,Melissa Olsen,Jordan Jackson
polyester,149,Malaysia,Headwear,45.58,6791.42,2020,Feb,Lisa Lee,Jessica Holmes
spandex,365,India,Bags,17.27,6303.55,2022,May,Kimberly James,Charles Jennings
batik,296,Japan,Skirt,71.61,21196.56,2022,Aug,Bradley Rowe,Bernard Hall
batik,164,Hong Kong,Shirt,42.81,7020.84,2022,Jul,Kayla Galloway,Amy Bolton
batik,294,India,Shirt,74.66,21950.04,2020,May,Monica Whitehead,Glenn Fry
flax,323,Pakistan,Dress,54.48,17597.04,2021,Feb,Billy Riley,Ashley Randall
batik,197,Malaysia,Pants,45.45,8953.65,2020,May,Michael Nguyen,Stephanie Nicholson
batik,151,Turkey,Dress,96.98,14643.98,2022,Mar,Heather Hoffman,Stephen Russell
spandex,181,India,Skirt,59.83,10829.23,2020,Nov,James Rogers,Michael Jackson
batik,445,France,Scarf,79.49,35373.05,2022,Aug,Jason Willis,Corey Davis
nylon,496,United States,Blouse,0.56,277.76,2020,Jul,Justin Cooper,Carla Jimenez
batik,146,Malaysia,Blouse,16.83,2457.18,2020,Sep,Christopher Mccullough,Bruce Haas
silk,314,India,Skirt,99.39,31208.46,2022,Jan,Lisa Cochran MD,Jonathan Wagner
linen,305,Pakistan,Dress,25.0,7625.0,2021,May,Tammy Black,Miguel Rowe
flax,418,China,Shirt,34.47,14408.46,2021,Jan,William Phillips,Matthew Escobar
polyester,274,Cambodia,Shirt,21.21,5811.54,2020,Jun,Jason Krause,Susan Lee
batik,451,Pakistan,Skirt,23.34,10526.34,2022,Feb,Cody Henderson,Brandon Wilson
batik,377,China,Skirt,60.78,22914.06,2020,Jul,Mr. Paul Cunningham,Stacey Tucker
spandex,463,Japan,Pants,68.01,31488.63,2021,May,Bonnie Reese,Robert Jones
batik,230,Malaysia,Scarf,29.8,6854.0,2020,Mar,Julie Guerrero,Donna Case
batik,55,Pakistan,Shirt,68.13,3747.15,2020,Jun,Robert Banks,Taylor Simmons
batik,346,Malaysia,Blouse,69.44,24026.24,2020,Nov,Luke Andrews,Lisa White
batik,448,Indonesia,Headwear,12.02,5384.96,2021,Jul,Alexandra Brown,Andrew Bradford
rayon,470,Bangladesh,Dress,8.36,3929.2,2022,May,Kyle White,Louis Wagner DDS
cotton,455,United States,Blouse,21.79,9914.45,2022,Jan,Kristen Watson,Jeffrey Gross
polyester,333,Indonesia,Scarf,57.01,18984.33,2022,Sep,Kelly Glover,Amy Beltran
cotton,53,India,Skirt,46.57,2468.21,2022,Jan,John Willis,Michael Blanchard
spandex,453,Japan,Dress,59.77,27075.81,2022,Apr,Debbie Hurley,Kelly Phelps
rayon,98,Vietnam,Blouse,99.38,9739.24,2020,Mar,Robert King,Robert West
jute,490,China,Shirt,64.89,31796.1,2021,Nov,Luis Lane,Jennifer Torres
batik,242,China,Dress,35.47,8583.74,2021,Jun,Donald Oliver,Ryan Blanchard
jute,486,Japan,Scarf,50.16,24377.76,2022,Dec,Jonathan Ruiz,Reginald Norman
batik,128,Italy,Shirt,73.89,9457.92,2020,Jan,Mark Davis,Stacy Gordon
rayon,111,United States,Shirt,69.21,7682.31,2021,Sep,Stephanie Harvey,Daniel Dunlap
wool,461,Bangladesh,Scarf,11.83,5453.63,2020,Jul,Sarah Caldwell,Emily Reynolds
batik,358,Austria,Dress,26.68,9551.44,2022,Mar,Greg Chan,Justin Chaney
batik,415,Vietnam,Shawl,12.05,5000.75,2022,Feb,Lisa Collins,James Fitzgerald
rayon,185,Korea,Shirt,73.98,13686.3,2022,Aug,Sylvia Morgan,Steve Collier
cotton,112,China,Skirt,90.14,10095.68,2021,Apr,James Neal,William Hernandez
wool,442,Japan,Dress,67.8,29967.6,2020,Jul,Kelly Gates,Cathy Miller
polyester,117,Hong Kong,Shawl,53.18,6222.06,2020,Aug,Laura Gonzales,Kelli Hutchinson
silk,492,United Kingdom,Skirt,31.49,15493.08,2021,Jul,Joshua Preston,Sara Jackson
cotton,96,Malaysia,Dress,10.44,1002.24,2022,Aug,Trevor Griffin,Jacob Frye
spandex,355,India,Bags,60.27,21395.85,2021,Feb,Miranda Freeman,Derrick Williams
batik,225,Malaysia,Blouse,84.1,18922.5,2020,Jul,Tracy Wilson,Ashley Lopez
jute,48,India,Scarf,57.58,2763.84,2022,Dec,Matthew Mason,Holly Espinoza
wool,275,Hong Kong,Dress,26.03,7158.25,2021,Jul,Ms. Tracy Golden,Curtis Moore
rayon,461,United States,Skirt,44.82,20662.02,2021,Jan,Matthew Nelson,Ryan Baxter
rayon,102,Vietnam,Shirt,55.36,5646.72,2021,Jan,Jessica Johnson,Peter King
flax,102,Vietnam,Dress,3.86,393.72,2020,Aug,Kayla Hansen,Anthony Myers
batik,95,Japan,Dress,30.13,2862.35,2020,Apr,Ashley Hernandez,James Turner
nylon,13,Vietnam,Shirt,45.32,589.16,2021,Jun,Destiny Patton,Marie Crane
silk,336,Bangladesh,Dress,86.89,29195.04,2020,Mar,Charlotte Rose,Dustin Lozano
batik,203,Netherlands,Jacket,11.14,2261.42,2022,Feb,Regina Harris,Andrew Andrews
cotton,114,India,Dress,44.79,5106.06,2022,Aug,Veronica Walker,Katrina Wilcox
wool,247,China,Bags,29.55,7298.85,2021,Jan,Michael Ward,Russell Greene
rayon,247,Pakistan,Shirt,34.03,8405.41,2021,Sep,Kathleen Mooney,Samantha Patterson
nylon,216,Vietnam,Shirt,76.79,16586.64,2022,Feb,Marilyn Bridges,Christina White
batik,250,Bangladesh,Dress,33.04,8260.0,2022,Sep,Daniel Reed,Desiree Lindsey
cotton,272,Germany,Shirt,14.59,3968.48,2022,Jun,Erik Floyd,Emily Hanson
batik,136,Ukraine,Jacket,98.96,13458.56,2020,May,Kristin Morgan,Bernard Chapman
batik,370,Bangladesh,Dress,56.25,20812.5,2021,Jan,Christopher Rowland,Kimberly Melendez
flax,108,China,Shawl,73.75,7965.0,2021,Jul,Monica Sanders,Bryan Allen
rayon,242,Indonesia,Shirt,59.04,14287.68,2020,Jan,Timothy Brooks,Luis Contreras
nylon,146,Pakistan,Skirt,36.43,5318.78,2020,Jul,Tracy Wright,Whitney Morgan
jute,183,Bangladesh,Skirt,25.16,4604.28,2021,Sep,Debra Hunt,Jeremy Haley
cotton,216,Vietnam,Dress,11.32,2445.12,2022,Jan,Dominique Wilkins,Tina Davis
silk,496,Indonesia,Shirt,24.37,12087.52,2021,Feb,Michael Tucker,Carly Olson
silk,452,Malaysia,Bags,30.25,13673.0,2020,Apr,Frank Wolfe,Mr. Christopher Gonzales
jute,361,Vietnam,Scarf,46.32,16721.52,2022,Dec,Megan Brown,William Sullivan DDS
nylon,497,Vietnam,Skirt,35.34,17563.98,2022,Apr,Christina Ross,Jessica Williams
rayon,421,Bangladesh,Blouse,88.24,37149.04,2020,Jul,James Thomas,Christopher Pierce
nylon,220,France,Bags,33.95,7469.0,2022,Mar,Lori Bright,Tracy Howard
polyester,78,Indonesia,Jacket,93.64,7303.92,2020,May,Eric Taylor,Christopher Fitzgerald
flax,332,Indonesia,Shirt,35.6,11819.2,2020,Jan,Hannah Cox DDS,Samuel Cook
rayon,437,Japan,Shirt,57.42,25092.54,2022,Dec,Pamela Davis,Tara Dickerson MD
silk,267,Pakistan,Blouse,49.87,13315.29,2022,Mar,Michelle Nixon,Shelia Wagner
polyester,200,United States,Skirt,95.31,19062.0,2022,Jan,Lisa Garcia,William Crawford DDS
batik,66,Vietnam,Bags,87.15,5751.9,2021,Apr,Elizabeth Taylor,Matthew Villegas
flax,385,Austria,Blouse,86.8,33418.0,2022,Dec,Stanley Smith,Jennifer Allen
flax,100,Bangladesh,Blouse,43.46,4346.0,2020,Jun,Rebecca Stevens,Brittany Morton
batik,187,Malaysia,Pants,62.48,11683.76,2021,Feb,Paul Mitchell,Michael Gordon
nylon,148,France,Dress,4.32,639.36,2021,Sep,Jamie Johnson,Nicholas Smith
linen,75,India,Jacket,2.69,201.75,2020,Sep,Renee Webb,Kelly King
batik,388,Malaysia,Scarf,34.97,13568.36,2020,Mar,Andrea Jenkins,Ryan Hooper
spandex,15,Japan,Scarf,45.57,683.55,2021,Jan,Caleb Anderson,Ryan Foster
batik,324,Bangladesh,Blouse,7.46,2417.04,2022,Apr,Jesus Lewis,Sarah Daniel
linen,46,United States,Skirt,91.72,4219.12,2020,Dec,Jeffrey Walker,Bobby Douglas
batik,385,Vietnam,Headwear,70.14,27003.9,2022,Jan,Miguel Collins,Jennifer Wilson
rayon,334,Hong Kong,Dress,3.0,1002.0,2021,Jun,Mallory Fitzgerald,Joseph Craig
spandex,4,United States,Scarf,67.36,269.44,2021,Jul,Susan Roach,Stacy Mullins
nylon,360,Hong Kong,Skirt,54.08,19468.8,2022,Jul,Lucas Hess,Manuel Livingston
batik,377,Japan,Dress,76.56,28863.12,2022,Nov,Hannah White,James Moreno
cotton,223,Malaysia,Skirt,45.7,10191.1,2021,Jul,Andrew Garza,Andrea Johnson
silk,175,Malaysia,Dress,89.03,15580.25,2021,Mar,Nancy Andrews,Julie Hernandez
jute,248,Malaysia,Dress,9.38,2326.24,2021,Jun,Beverly Wilson,Amanda Mccullough
flax,56,Indonesia,Shirt,98.58,5520.48,2022,Mar,Robert Brown,Benjamin Anderson
nylon,115,Turkey,Scarf,28.08,3229.2,2021,May,Alicia Santos,Michael Short
jute,17,Japan,Blouse,58.85,1000.45,2022,Jan,Mitchell Baker,Taylor Becker
cotton,431,Vietnam,Skirt,70.43,30355.33,2020,Jan,William Grimes,Joseph Fisher
batik,239,Germany,Shirt,13.13,3138.07,2020,Jun,Tanya Wright,Katie James
batik,387,Malaysia,Dress,46.7,18072.9,2022,Mar,John Mcdonald,Dawn Brady
batik,87,Malaysia,Skirt,68.0,5916.0,2022,May,Heather Shepard,David Daugherty
polyester,17,Vietnam,Shirt,68.96,1172.32,2022,Aug,Joan Santana,Mario Walls
nylon,311,Vietnam,Scarf,48.74,15158.14,2022,Feb,Melissa Wilson,Sherry Rivera
cotton,352,Vietnam,Blouse,16.6,5843.2,2021,Nov,Steven Cruz,Stacy Lee
batik,290,China,Dress,95.43,27674.7,2021,Jun,Rebecca Joseph,Kevin Allen
batik,105,Vietnam,Scarf,17.23,1809.15,2022,Jan,Robert Nelson,Andrew Malone
wool,164,Vietnam,Headwear,7.3,1197.2,2020,Sep,William Jones,Tamara Cochran
wool,2,China,Skirt,74.55,149.1,2020,Sep,Barbara Maddox,Lucas Elliott
spandex,142,United States,Shawl,33.05,4693.1,2020,Jul,Thomas Oliver,Benjamin Stevenson
rayon,462,Malaysia,Jacket,69.93,32307.66,2020,Oct,Michael King,Lori Malone
silk,169,Turkey,Dress,93.66,15828.54,2020,Dec,Leonard Bates,John Perez
batik,262,Indonesia,Skirt,77.28,20247.36,2021,Jan,Kristen Romero,Emily Tanner
linen,372,Indonesia,Blouse,36.02,13399.44,2020,May,Emily Carroll,Laura Molina
batik,255,China,Dress,49.29,12568.95,2020,Jul,Joseph Cooper,Jodi Fox
wool,391,Indonesia,Jacket,67.57,26419.87,2020,Oct,Yvette Jones,Christopher Chavez
rayon,427,China,Dress,58.04,24783.08,2020,Dec,Joanne Fuller,Shelby Hood
batik,420,Indonesia,Scarf,86.13,36174.6,2021,Aug,Ashlee Shannon,Antonio Richardson
silk,132,Germany,Shirt,86.56,11425.92,2022,Aug,Sharon Santiago,Katherine Hansen
batik,269,Netherlands,Dress,61.0,16409.0,2021,Jul,Elizabeth Hall,April Chan
flax,81,Netherlands,Shirt,22.58,1828.98,2020,Jun,Yolanda Ramirez,Dr. Pamela Barker
silk,5,Malaysia,Dress,50.97,254.85,2022,Feb,Samantha Smith,Sharon Simmons
batik,489,Indonesia,Shirt,36.77,17980.53,2020,Jan,Robert Jones,Laura Clark
jute,135,Hong Kong,Shirt,68.24,9212.4,2021,Aug,Valerie Oliver,Lynn Cunningham
batik,375,Japan,Skirt,77.5,29062.5,2022,Feb,Douglas Riggs,Wayne Meyers
batik,339,China,Shirt,22.39,7590.21,2020,Jan,Elizabeth Gallegos,Charles Bailey
batik,51,Vietnam,Scarf,79.36,4047.36,2020,May,Kristi Brown,Jennifer Jackson
silk,499,Vietnam,Blouse,86.15,42988.85,2022,Dec,Jeffrey Evans,Nancy Sanders
wool,129,Japan,Shirt,97.39,12563.31,2022,Apr,Lori Jones,Michelle Jones
wool,135,India,Bags,12.89,1740.15,2022,Jul,Corey Campbell,Chelsea Clark
wool,435,Indonesia,Scarf,5.87,2553.45,2022,Jul,Donald Harvey,Stephanie Logan
silk,8,Japan,Skirt,9.97,79.76,2021,Dec,Erin Carter,Jesse Dunn
batik,213,Malaysia,Bags,25.58,5448.54,2020,Jan,Angela Flores DDS,James Hamilton PhD
batik,139,Vietnam,Dress,58.16,8084.24,2022,Jun,Sandra Smith,Brian Bishop
linen,45,Japan,Skirt,75.88,3414.6,2021,Jan,Tricia Palmer,Martha Wells PhD
rayon,330,Vietnam,Scarf,46.95,15493.5,2021,Feb,Samuel Pratt,James Griffin
silk,399,United States,Scarf,48.06,19175.94,2022,Nov,Jacob Wilson,James Vargas
batik,329,China,Headwear,88.12,28991.48,2020,Mar,Derek Mendez,Adam Norris
flax,449,United States,Skirt,46.88,21049.12,2021,Dec,Eric Potter,Kelly Schmidt
batik,181,Hong Kong,Headwear,72.88,13191.28,2022,Dec,Ronald Williams,Teresa Robinson
batik,330,United Kingdom,Shirt,27.35,9025.5,2021,Feb,Tyler Morales,Ryan Marquez
batik,287,Turkey,Shirt,60.99,17504.13,2021,Nov,Angelica Thomas,Todd Scott
rayon,499,Malaysia,Blouse,43.98,21946.02,2021,Apr,Robert Simpson,Gilbert Conner
batik,474,China,Shawl,65.44,31018.56,2021,Jul,Russell Hughes,Lynn Sullivan
jute,13,United States,Blouse,14.82,192.66,2022,Oct,Leslie Miller,Ariel Lam
flax,234,United States,Shawl,54.92,12851.28,2021,Dec,Brian Smith,Philip Brown
cotton,57,Austria,Headwear,81.29,4633.53,2021,Jun,John Flores,Misty Hernandez
batik,232,India,Scarf,58.75,13630.0,2020,Jul,Cynthia Leon,Julie Ortega
cotton,131,India,Scarf,86.58,11341.98,2020,Jan,Kathryn Jackson,Kimberly Walker
silk,103,Japan,Jacket,27.79,2862.37,2020,Nov,Tina Sweeney,Jessica Horn
flax,437,Austria,Headwear,49.06,21439.22,2020,Jan,Eric Williams,Leah King
rayon,48,Hong Kong,Headwear,68.03,3265.44,2021,Jun,Kenneth Peterson,Jeremy Turner
batik,282,Vietnam,Scarf,74.04,20879.28,2022,Nov,Alicia Deleon,April Willis
nylon,433,United States,Scarf,2.5,1082.5,2022,Sep,Craig Roberts,Tammy Wade
batik,367,Vietnam,Skirt,97.5,35782.5,2022,Jun,Felicia Lyons,Charles Ross
wool,29,Malaysia,Jacket,65.51,1899.79,2021,Jul,Lisa Gonzalez,Michael Mcdonald
flax,484,Malaysia,Dress,74.15,35888.6,2022,Mar,Isaac Peters,Michael Sanders
flax,139,India,Skirt,34.05,4732.95,2022,Feb,Robert Humphrey,Alexander Hodge
spandex,352,Indonesia,Dress,32.44,11418.88,2022,Jan,Kenneth Nguyen,Austin Davila
polyester,445,Pakistan,Jacket,76.72,34140.4,2022,Nov,Paul Garcia,Brenda Dean
linen,183,Netherlands,Dress,71.45,13075.35,2021,Dec,Sarah Walton,Madison Guzman
polyester,149,Hong Kong,Scarf,86.8,12933.2,2022,Jan,Autumn Montgomery,Mr. Edgar Solis
wool,350,France,Skirt,23.27,8144.5,2022,Jan,Sara Bauer,Elizabeth Brewer
polyester,397,Vietnam,Scarf,48.65,19314.05,2020,Apr,Jorge Martin,Emily Nguyen
cotton,208,Hong Kong,Scarf,54.7,11377.6,2022,Aug,Amanda Lee,Sarah Thompson
batik,72,Indonesia,Skirt,20.48,1474.56,2022,Nov,Jennifer Bailey,Darren Parker
polyester,161,Ukraine,Scarf,54.0,8694.0,2020,Mar,Caitlyn Green,Rebecca Bentley
batik,428,Germany,Pants,37.02,15844.56,2021,Jun,Marilyn Lane,Eric Villanueva
cotton,483,India,Dress,49.1,23715.3,2020,Jul,April Nelson,Thomas Mcdonald
cotton,394,United Kingdom,Blouse,6.44,2537.36,2022,Jul,Miguel Martinez,David Nicholson
batik,249,China,Dress,68.77,17123.73,2022,Dec,David Williams,Victoria Cox
silk,359,India,Skirt,38.95,13983.05,2021,Jul,Wanda Johnson,Mr. James Cooley PhD
batik,141,Netherlands,Skirt,47.09,6639.69,2022,Apr,Traci Abbott,Lisa Aguilar
batik,349,Japan,Dress,95.32,33266.68,2021,Apr,Christopher Conner,Peter Long
batik,417,Malaysia,Blouse,95.56,39848.52,2022,Apr,Kayla Petty,David Hernandez
batik,486,Japan,Blouse,41.8,20314.8,2021,May,Jacqueline Wilkinson,John Rivera
batik,80,Vietnam,Headwear,75.69,6055.2,2022,Feb,Elizabeth Hess,Frank Rivera
silk,454,Bangladesh,Dress,38.05,17274.7,2020,Mar,James Hall,Vanessa Russell
batik,167,China,Blouse,95.0,15865.0,2021,Apr,Heather Griffith DVM,Vanessa Hernandez
nylon,380,Indonesia,Skirt,77.59,29484.2,2022,Feb,Amanda Cole,Miss Brianna Frank DDS
