type_of_textile,qty_exported,countries_exported,type_of_product,price_of_product,year_of_export,month_of_export,customer_name,seller_name
linen,166,Italy,blouse,22.25,2020,4,Emily Bowen,Kara Walker
cotton,13,Hong Kong,pants,510.98,2021,10,Lisa Wright,Brian Martinez
rayon,420,Netherlands,dress,57.24,2020,12,Donna Petersen,Micheal Myers
batik,79,Italy,skirt,562.26,2020,6,Sheena Caldwell,Warren Jones
polyester,202,Italy,bags,658.26,2022,9,Sharon Clark,Peter Jones
cotton,70,Spain,jacket,413.71,2022,5,Stephen Owens,Noah Wilson
cotton,49,France,pants,266.83,2020,4,Bradley Richardson,Abigail Tran
linen,130,Japan,skirt,354.9,2020,4,Amanda Huff,Alexander Acosta
wool,240,Japan,pants,525.4,2020,11,Tiffany Avila,Elizabeth Williams
wool,125,Australia,shawl,332.47,2021,2,Elijah Reed,Michelle Thomas
cotton,392,United States,skirt,731.47,2020,10,Allison Hester,Jeremy Cruz
batik,24,Spain,pants,913.22,2022,1,Becky Leonard,Michael Chung MD
cotton,247,New Zealand,skirt,35.46,2020,7,Alejandro Rivera,Eric Gilbert
silk,416,Italy,dress,379.07,2022,8,Mark Hobbs,Katherine Boyd
linen,332,Germany,headwear,147.74,2021,7,Kristen Smith,Mrs. Krystal Warner
linen,87,Germany,shirt,242.52,2021,8,Alan Ramos,Sharon Woods
linen,376,New Zealand,blouse,670.47,2022,11,Amy Robinson,Denise Lucas
wool,290,Netherlands,dress,739.52,2022,6,Sharon Carpenter,Jennifer Kim
wool,424,Canada,blouse,164.08,2022,4,Meredith Thompson,Shelly Fowler
silk,299,Germany,scarf,32.13,2022,9,Matthew Oliver,David Hernandez
rayon,228,Netherlands,scarf,114.57,2021,10,Jeremy Friedman,Jesse Romero
linen,222,Japan,shawl,54.61,2021,3,Gregory Mercado,Frances Watson
polyester,415,Japan,skirt,152.47,2022,4,Christopher Davis,Karen Banks
polyester,296,Japan,skirt,682.15,2020,8,Megan Hood,Jamie Peterson
silk,462,Spain,shirt,433.3,2021,11,Amy Maldonado,Bradley Ortiz
silk,177,Hong Kong,dress,295.39,2021,8,Jason Alvarez,Corey Robinson
cotton,133,Spain,dress,820.44,2022,3,John West,Jason Porter
rayon,353,United States,jacket,35.67,2021,3,Allen Sims,Kevin Holmes DDS
linen,97,Japan,shawl,148.37,2021,8,Jeremiah Rocha,Larry Daniels
wool,463,China,dress,672.76,2022,11,Dr. Michael Arroyo MD,Adam Cruz
polyester,141,Spain,scarf,107.61,2020,5,Tyler Sanchez,Jonathan Brown
silk,158,Spain,skirt,496.76,2020,5,Betty Jefferson,Daniel Payne
batik,459,Canada,pants,202.99,2021,12,Rhonda Mills,Jean Ford
cotton,55,Spain,scarf,883.97,2020,2,Lindsey Ramos,Matthew Walker
rayon,30,Japan,pants,40.98,2020,8,Amanda Turner,Joshua Phillips
polyester,435,New Zealand,dress,275.46,2021,2,Joseph Patterson,Colton Brown
wool,442,Hong Kong,shawl,791.54,2020,2,Henry Velazquez,Judy Campos
silk,236,France,blouse,690.22,2022,6,Nancy Cruz,Kristen Hinton
batik,46,South Korea,pants,421.82,2022,2,Robert Thomas,Nathan Trujillo
batik,79,United Kingdom,blouse,291.66,2020,5,James Yang,Tyler Grant
linen,382,Netherlands,blouse,197.71,2022,2,Rodney Benton,Jordan Carey
linen,250,Australia,headwear,812.71,2020,10,Alyssa Robertson,Sheri French MD
wool,17,Germany,blouse,604.9,2022,3,Phyllis Collins,Angela Sullivan
cotton,259,Japan,blouse,156.96,2022,11,John Mclaughlin,William Lewis
cotton,91,France,jacket,560.42,2021,12,Cindy Kelly,Jonathan Fisher
wool,388,Netherlands,blouse,589.66,2021,1,Tanya Mack,Carlos Goodwin
batik,326,United Kingdom,shawl,819.7,2022,8,Allison Brown,Raymond Williams
polyester,131,Italy,blouse,568.87,2021,11,Brittany Johnson,Crystal Medina
polyester,63,China,shawl,748.47,2022,2,Jonathon Rich,Krystal Bishop
polyester,349,Hong Kong,shawl,284.5,2020,7,Lori Jackson,Edward Gonzalez
silk,94,Australia,shawl,149.74,2021,1,Andrea Wilson,Brenda Cox
wool,47,Australia,scarf,962.39,2021,3,Kathy Harris,Brian Davila
polyester,97,United States,shirt,364.85,2022,1,Christine Moss,Gina Rodriguez
silk,319,Germany,dress,400.64,2021,3,Christopher Lewis Jr.,Tyler Hughes
polyester,159,Australia,shawl,664.78,2022,5,Brianna Anderson,Mark Yates
silk,309,Italy,shawl,476.58,2020,2,Mark Kim,Brenda Smith
wool,394,Germany,blouse,302.05,2021,6,Michael Chavez,Emily Copeland
silk,498,Italy,blouse,73.04,2020,5,Mark Garcia,Emily Wilkerson
wool,344,United Kingdom,dress,336.31,2021,3,Teresa Vasquez,Zachary Williams
rayon,325,Netherlands,shirt,759.47,2022,12,Jordan Johnson,Holly Armstrong
rayon,466,United States,blouse,902.55,2020,10,Mary Garcia,Thomas Sims
rayon,468,South Korea,dress,766.21,2020,6,Crystal Gray,Evan Jefferson
linen,249,France,headwear,645.3,2022,4,Daniel Hawkins,Steven Gallegos
silk,384,Japan,shawl,27.74,2020,11,Kenneth Salas,Eric Olsen DVM
rayon,357,South Korea,scarf,236.09,2021,3,Diana Murphy,Kevin Rasmussen
wool,313,India,shawl,983.77,2020,5,Daniel Stewart,Pamela Smith
cotton,294,Netherlands,shirt,986.57,2021,3,Jordan Rhodes,Kristie Joyce
cotton,408,Netherlands,scarf,630.74,2022,8,Pamela Cooley,Jorge Gibson
rayon,98,Italy,pants,263.67,2020,4,Sean Downs,Angel Chang
linen,313,China,pants,877.86,2020,11,Jessica Dominguez,Stacie Taylor
rayon,463,Hong Kong,scarf,896.84,2021,12,Adam Simpson,Suzanne Johnson
linen,238,Canada,shirt,603.44,2020,6,Emma Rios,Elizabeth Bennett
cotton,372,United States,shawl,248.01,2020,7,Margaret Holt,Martha Fisher
rayon,400,South Korea,shawl,771.32,2022,4,Robin Hernandez,Jamie Nunez
cotton,241,Australia,blouse,37.24,2020,8,Nicholas Decker,Joseph Chavez
linen,195,Spain,headwear,528.93,2020,9,Kimberly English,Ryan Gallagher
batik,208,United Kingdom,jacket,369.42,2022,3,Cynthia Lopez,Heather Escobar
silk,134,Germany,pants,415.75,2021,9,Samuel Chandler,David Torres
polyester,29,Canada,shirt,849.44,2022,8,Matthew Warren,Megan Walters
rayon,119,New Zealand,shirt,655.68,2021,3,Erica Joseph,Richard Jones
linen,36,Hong Kong,scarf,654.83,2022,4,Felicia Bruce,Sydney James
batik,159,France,shawl,323.99,2021,8,Michael Scott,Kevin Burton
linen,447,Canada,shirt,906.94,2022,2,Leslie Lowe,Alice Faulkner
cotton,234,United States,pants,163.62,2022,4,William Flores,Aaron Reynolds
wool,497,South Korea,blouse,929.77,2020,7,Jennifer Perry,Timothy Lambert
rayon,95,Canada,pants,648.62,2021,3,Laura Weaver,Pamela Fry
linen,337,Hong Kong,shirt,53.57,2022,6,Joel Barnett,Holly Howard
silk,5,United States,shirt,875.32,2021,9,Renee Russo,Antonio Ferguson
silk,130,China,dress,714.77,2020,2,April Lewis,Michael Marshall
rayon,426,Japan,jacket,732.58,2021,4,Brian Parsons,Mark Carter
batik,350,Australia,blouse,290.64,2021,8,Tony Smith,James Chavez
linen,1,New Zealand,headwear,714.85,2020,3,Deanna Lucas,Isaac Solomon
polyester,34,India,headwear,328.37,2022,7,Eric Hoffman,Amber Martinez
wool,32,Spain,dress,170.48,2021,9,Scott Turner,Jacob King
polyester,276,Canada,scarf,383.51,2022,9,Stephen Waller,Jordan Anderson
rayon,480,Spain,scarf,84.27,2022,4,Lawrence Rodriguez,Katherine Travis
polyester,258,Italy,skirt,217.79,2022,12,Jackson Rocha,Sharon Martinez
wool,40,Germany,shawl,417.64,2020,5,Monica Torres,Sarah Stephens
batik,61,China,shirt,870.72,2020,11,Denise Richmond,Jeffery Anderson
cotton,384,Germany,shawl,169.15,2020,8,Paul Joyce,David Marshall
wool,355,South Korea,skirt,160.27,2021,5,Mrs. Crystal Nelson DVM,Nicholas Lyons
wool,339,United Kingdom,pants,668.67,2020,9,Aaron Jackson Jr.,James Phillips
batik,494,France,shirt,562.81,2022,3,Latoya Peterson,Cody Gibson
wool,293,Australia,jacket,416.82,2020,8,Mark Jordan,Matthew Graham
polyester,410,France,shirt,843.03,2022,10,Kayla Flores,Stephanie Cunningham
polyester,209,Hong Kong,jacket,188.43,2022,1,Rebecca Owens,Michael Smith
rayon,282,United Kingdom,bags,43.08,2022,7,Kimberly Brooks,Joan Erickson
wool,210,Spain,headwear,57.34,2022,9,Laura Brown,Joshua Molina
linen,353,France,headwear,664.57,2020,10,David Byrd,Jessica Graham
silk,333,New Zealand,blouse,45.06,2022,10,Daniel Murphy,Ryan Mejia
wool,490,Spain,headwear,200.74,2021,3,Jennifer Wyatt,David Mcgee
linen,478,New Zealand,jacket,161.56,2021,2,Michael Velasquez,Jennifer Smith
wool,44,New Zealand,shawl,389.17,2020,6,Ian Ware,Timothy Graham
rayon,247,United Kingdom,jacket,846.53,2022,4,Anne Potter,Samuel Martinez
rayon,247,South Korea,shawl,366.57,2022,7,Eric Miller,Amanda Brown
linen,309,Italy,skirt,327.25,2020,8,Derek Wong,Tina Murphy
batik,154,China,jacket,151.01,2022,10,Robert Duncan,David Estes
polyester,434,Germany,pants,182.56,2020,4,Kevin Anderson,Jessica Stewart
silk,87,United Kingdom,headwear,806.16,2020,2,Adam Barrett,Lance Rodriguez
wool,238,Canada,pants,965.17,2021,6,Kim Johnson,Christine Anthony
rayon,136,France,bags,740.1,2022,9,Julie Garcia,Gabriel Brown
cotton,111,United States,pants,283.65,2022,7,Tanya Pineda,Christine Jacobs
wool,135,Spain,shirt,524.23,2022,8,Amanda Wise,James Young
wool,110,China,shawl,801.84,2022,11,Jon Ryan,Jessica Richardson
silk,408,United Kingdom,skirt,503.43,2020,9,Jasmine Taylor,Jeff Watson
batik,497,United States,bags,894.67,2022,5,Leah Cole,Melissa Savage
cotton,377,New Zealand,blouse,36.27,2020,4,David Williamson,Deborah Moyer
linen,33,Italy,blouse,179.77,2020,12,Bryan Castillo,Jessica Sherman
cotton,229,United Kingdom,shawl,409.23,2020,5,Jonathan Taylor,Matthew Hayes
batik,489,Canada,shirt,298.42,2022,7,Kristine Navarro,Amanda Johnson
rayon,134,Australia,bags,51.06,2021,12,Nicole Hunter,Adrian Cook
batik,284,Canada,shirt,251.65,2020,2,Mary Padilla,Samantha Huff
wool,417,India,shawl,187.68,2021,8,Pamela Flores,Preston Jones
polyester,252,Italy,headwear,779.41,2020,8,Nathan Moore,Gerald Ellis
silk,41,Italy,headwear,10.46,2021,12,Richard Garza,Ms. Brittney Garcia
linen,183,Australia,bags,72.53,2022,7,Melissa Hicks,Courtney Walker
batik,339,India,shirt,170.83,2020,10,Christopher Nolan,Robert Morrison
linen,405,France,dress,649.82,2020,8,Samantha Acevedo,Michael Levy
polyester,225,Netherlands,shirt,293.91,2021,8,Jennifer Guzman,Heather Figueroa
batik,371,Japan,shirt,745.97,2021,3,Luke Acosta,Mike Johnson
wool,37,Netherlands,bags,823.53,2020,2,Richard Mcdaniel,Patrick Flores
polyester,264,Australia,headwear,334.74,2022,5,Charles Wilson,Stacy Reed
silk,193,Germany,dress,193.91,2020,5,Elizabeth Long,Michelle Barron
silk,422,United States,dress,950.1,2020,6,Chelsea Harrell,Tony Davis
cotton,455,Hong Kong,shawl,359.09,2021,9,Thomas Keller,Deborah Reilly
wool,139,New Zealand,headwear,830.42,2021,5,Kimberly Ruiz,Michael Lambert
silk,267,Spain,scarf,159.97,2020,4,Matthew Hines,Andrea Simpson
rayon,270,India,skirt,709.32,2021,2,Michelle Chambers,David Glass
rayon,184,Italy,skirt,40.52,2020,10,Andrea Hernandez,Kayla Henry
batik,325,France,jacket,694.3,2022,12,Jennifer White,Melody Fuller
polyester,113,Hong Kong,shawl,3.51,2022,4,Marie Taylor,Jennifer Elliott
linen,94,Italy,shirt,393.38,2022,11,Paul Marquez,Ashley Walker
linen,290,Germany,shawl,361.92,2021,3,Michael Vaughan,Dr. Ricky Shields
wool,364,South Korea,skirt,404.56,2022,2,Christopher Richards,Joel Lopez
batik,493,France,shawl,397.12,2020,9,Ms. Amy Harrell DDS,Mrs. Suzanne Mcdaniel DVM
batik,419,India,jacket,416.79,2022,12,Wendy Hernandez,Hector Pruitt
linen,480,United States,blouse,503.57,2022,10,Jose Morrow,Charles Valentine
cotton,435,India,pants,631.58,2020,2,Amanda Bruce,Judith Mcneil
rayon,106,Netherlands,skirt,935.27,2022,12,Timothy Smith,Troy Moore
cotton,157,United States,skirt,239.89,2020,4,Kathryn Collins,Diane Kent
linen,67,France,scarf,444.57,2021,12,Kathryn Smith,Nicholas Fitzgerald
batik,203,Netherlands,skirt,277.85,2022,4,Tracy Williams,Felicia Montoya
silk,41,United States,skirt,426.38,2020,3,Nicole Parker,George Carter
linen,318,India,shirt,514.63,2020,11,Jorge Everett,Kimberly Melton
rayon,209,United States,scarf,75.91,2020,1,Kelly Hernandez,Tyler Edwards
cotton,409,Australia,bags,368.52,2022,11,Jason Garcia DVM,Douglas Garcia
cotton,229,United Kingdom,blouse,887.69,2022,10,Danielle Jimenez,Damon Mathis
wool,214,United States,dress,54.57,2022,3,Dalton Jenkins,Andrew Taylor
silk,361,Spain,pants,786.36,2022,7,Emma Gill,Rodney Smith
polyester,117,Netherlands,scarf,436.29,2020,6,Austin Campbell,Ashley Bell
silk,225,New Zealand,blouse,793.29,2021,9,Sara Anderson,Ashley Stark
wool,350,Spain,dress,818.42,2022,12,Mary Reed,Richard Hernandez
rayon,244,South Korea,headwear,291.39,2020,6,Catherine Stephens,Amber Mcgrath
batik,251,New Zealand,shawl,312.48,2022,2,Karen Bradford,Gabriel Mcmahon
cotton,47,India,dress,218.51,2020,1,Lisa Mendez,Richard Howard
silk,227,Spain,headwear,509.99,2021,11,Sarah Ramirez,Mrs. Paige Watts
silk,163,Germany,shawl,321.7,2022,1,Renee Adams,John Sanchez
batik,11,Spain,pants,433.39,2022,5,Derrick Stone,Karen Pratt
batik,273,United States,blouse,862.75,2020,3,Gabriel Smith,Russell Travis
silk,174,Germany,shirt,76.08,2022,8,Aaron Moran,Jeffrey Miller
cotton,480,China,shawl,246.74,2020,1,Danny Faulkner,Gregory Hill
wool,261,South Korea,shawl,634.17,2021,7,Martha Cooper,Crystal Foster
polyester,462,Japan,headwear,744.4,2021,10,Courtney Davis,Linda Simon
wool,458,Japan,dress,908.54,2020,3,Chelsea Hamilton,Karen Oconnell
cotton,24,Australia,shawl,761.03,2022,11,Beth Davis,Sean Bird
wool,110,Spain,shawl,488.18,2022,9,Nathaniel Ramos,Mary Wilson
batik,469,Australia,scarf,724.41,2020,7,Andrea Gray,Alison Todd
silk,105,South Korea,skirt,276.07,2022,3,Adam Kelley,Megan Hanna
cotton,350,Canada,skirt,542.02,2022,11,Robin Levine,Lisa Valdez
batik,30,China,jacket,180.53,2021,5,Samuel Cruz,Brittany Black
polyester,474,Japan,headwear,919.48,2020,2,Jeffrey Washington,Amber Rivera
linen,80,United States,headwear,611.28,2020,6,Lindsay Fisher,Lauren Reed
batik,251,France,dress,821.27,2021,9,Christopher Gonzales,Charles Petty
cotton,190,India,shawl,923.49,2022,10,Lisa Deleon DDS,Oscar Ray
batik,363,United Kingdom,scarf,472.18,2022,7,Thomas Mcdowell,Jennifer Thompson
rayon,1,India,dress,793.08,2021,2,Clifford Bowen,Deanna Morrow
cotton,146,India,shirt,595.52,2021,2,Todd Benson,Adam Mitchell
cotton,332,Australia,pants,852.91,2020,3,Timothy Lester,Antonio Welch
linen,460,United Kingdom,shawl,381.33,2020,1,Aaron Ramos,Christopher Mann
polyester,24,Spain,blouse,379.61,2022,8,Lisa Morales,Melanie Price
polyester,207,Germany,headwear,694.46,2020,4,Danielle Foster,Michelle Burch
cotton,464,Spain,pants,174.04,2020,6,Teresa Young,Amanda Meyer
rayon,19,Germany,shirt,40.54,2020,4,Sarah Decker,William Gordon
linen,199,Hong Kong,shirt,8.15,2020,9,Ryan Taylor,John Stewart
linen,112,Australia,headwear,587.27,2022,8,Susan Kim,Jeffery Austin
silk,25,United States,scarf,392.95,2021,4,Paige House,Jonathan Bennett
batik,339,United States,blouse,528.73,2021,7,Melissa Carter,Caitlyn Anderson
silk,190,Australia,blouse,927.57,2022,7,Courtney Hood,Martha Taylor
silk,414,Italy,shirt,557.08,2020,3,Jenna Boone,Valerie Cole
wool,219,Canada,shawl,110.61,2020,4,Ann Gibson,Daniel Dillon
silk,351,Hong Kong,shawl,385.68,2022,4,Danielle Wilson,Jamie Henry
batik,207,China,pants,759.8,2022,6,Ronnie Richardson,Matthew Savage
linen,450,Japan,shawl,382.81,2020,8,Lisa Mahoney,Linda Shaw
cotton,66,Hong Kong,headwear,351.57,2021,1,Joseph Lewis,Brian Romero
cotton,249,United Kingdom,pants,390.28,2020,3,Veronica Shaffer,Tiffany Phillips
polyester,442,India,shirt,123.14,2020,6,Tracey Nicholson,Craig Hines
silk,253,Italy,shirt,878.34,2021,12,John Kemp,Tiffany Woods
cotton,33,Italy,dress,390.71,2020,10,Aaron Russo,Daniel Smith
cotton,435,South Korea,skirt,767.86,2021,8,Sean Molina,Stephanie Wood
linen,388,Japan,bags,382.27,2021,4,Yesenia Simpson,Sharon Crawford
rayon,269,Japan,blouse,1.31,2022,1,Elizabeth Morris,Kyle Cortez
cotton,403,Canada,pants,877.26,2021,8,Emily Mccall,Steven Cox
cotton,484,Spain,bags,807.09,2021,2,Andrew Murillo,Catherine Roth
silk,340,South Korea,headwear,712.83,2022,9,Catherine Mendoza,Devon Matthews DDS
batik,154,Spain,dress,621.35,2022,1,Heather Murray,Alexandra Clark
wool,214,New Zealand,bags,381.84,2022,7,Benjamin Erickson,Brandi Johnson
silk,423,Spain,bags,652.32,2021,5,Jeffery Whitaker,Danny Roberts
silk,273,South Korea,pants,322.63,2022,1,Matthew Johnson,Jeffrey Sexton
rayon,1,Hong Kong,skirt,285.32,2020,11,Brett Conley,Michelle Guerra
linen,361,Italy,headwear,527.14,2021,11,Danielle Davis,Jeanne Chang
rayon,106,Hong Kong,jacket,460.8,2022,12,Brittany Gray,Timothy Stewart
batik,29,Italy,dress,76.08,2020,2,Gregory Shepherd,Rebecca Lewis
linen,34,Netherlands,bags,105.31,2020,11,James Johnson,Megan Johnson
polyester,393,France,headwear,94.88,2021,7,Stacey Juarez MD,Chris Carroll
linen,381,France,jacket,892.69,2022,3,Michelle Porter,James Lopez
silk,101,Italy,headwear,451.59,2021,6,Ian Moran,Rickey White
cotton,355,United States,shawl,642.91,2022,4,Kenneth Khan,Michael Wilcox
rayon,292,India,scarf,100.34,2020,7,Lori Peters,Maria Mcdaniel
rayon,138,India,blouse,864.13,2021,2,Sandy Schultz,Sarah Cameron
linen,336,Japan,scarf,781.84,2022,7,Jennifer Bowen,Robert Peterson
batik,139,United Kingdom,blouse,507.95,2022,3,Zachary Cabrera,Matthew Johnson
wool,449,New Zealand,bags,145.13,2021,2,Mary Lyons,Michelle Durham
rayon,470,China,shawl,733.4,2020,7,James Wilson,Brandi Fisher
linen,259,Canada,scarf,723.27,2021,4,Marissa Lopez,Thomas Johnston
wool,375,France,shirt,791.11,2022,12,Jack Short,Connie Jordan
silk,370,Spain,bags,426.39,2021,4,Gabriela Brooks,Michael Peterson
silk,453,United States,skirt,46.32,2022,4,Tracey Walker,Joe Bailey
rayon,461,United States,blouse,131.57,2020,3,Lisa Collier,Karen Lee
rayon,125,China,jacket,543.18,2021,2,Brian Barton,Kenneth Sanchez
polyester,461,Canada,shawl,932.54,2020,8,Melissa Clements,James Rodriguez
rayon,162,France,pants,144.43,2020,11,Erin Brown,Shannon Delgado
silk,69,Netherlands,skirt,796.12,2022,9,Daniel Martin,David Gonzalez
batik,272,New Zealand,pants,237.65,2022,10,Stephanie Morales,James Pierce
polyester,328,India,skirt,787.48,2021,9,Sharon Clarke,Deanna Morrison
rayon,85,United Kingdom,pants,785.1,2022,10,Melissa Rodriguez,Samantha Johnson
polyester,491,Germany,dress,707.66,2022,11,Judith Sloan,James Johnson
cotton,37,Italy,jacket,973.96,2021,8,Jason Harding,Mark Farrell
silk,93,New Zealand,skirt,133.64,2022,6,Maria Madden,David Bartlett
cotton,123,Hong Kong,scarf,472.84,2020,2,Chad Williams,James Curry
polyester,254,New Zealand,skirt,614.27,2022,7,Grace Delacruz,Darin Hobbs
linen,193,Spain,bags,880.57,2022,1,Christopher Howe,Anthony Evans
rayon,134,South Korea,dress,89.18,2020,11,Paul Perez,Dustin Robbins
cotton,53,Australia,scarf,315.79,2020,1,Javier Chavez,Michelle Jones
linen,231,United States,scarf,721.08,2021,12,Tara Hensley,Ashley Bass
rayon,383,United States,scarf,234.86,2022,11,Joseph Marquez,Christine Watson
polyester,23,Spain,shawl,740.49,2021,1,Shannon Mason,Jack Banks
silk,213,Spain,scarf,145.9,2020,5,Patrick Johnson,Mackenzie Yoder
rayon,31,United Kingdom,jacket,89.72,2020,1,Courtney Ruiz,William Brennan
polyester,4,South Korea,bags,8.06,2022,3,Amber Carr,Courtney Reid
batik,362,India,bags,436.34,2021,7,Adam Collins,Daniel Holt
silk,194,United States,shirt,801.46,2021,12,Emily Fuller,Ethan Webster
linen,299,South Korea,shirt,788.26,2021,8,Martha Moran,Kendra Shelton
rayon,358,South Korea,headwear,675.04,2022,7,James Wolf,Anita Wood DVM
cotton,290,France,scarf,618.56,2020,5,Thomas Bishop,Sandra Guerrero
linen,227,South Korea,dress,998.04,2022,10,Heidi Spencer,Anthony Sanders
polyester,411,South Korea,jacket,197.06,2020,6,Angela Martinez,Kristina Hill
wool,349,Italy,dress,138.53,2021,5,Michael Fitzpatrick,Diane Young
batik,307,Japan,pants,605.91,2020,3,Chris Jones Jr.,Susan Harrell
silk,203,Japan,jacket,996.35,2020,2,Emily Long,Eric Hayes DDS
rayon,467,Italy,shawl,585.94,2020,7,Amy Patterson,Yvonne Benton
silk,223,South Korea,blouse,415.24,2020,9,Joanna Dunn,John Pittman
silk,312,United States,bags,243.62,2020,3,Christopher Hansen,Lauren Mccoy
wool,337,Spain,skirt,979.75,2021,4,Patricia Cuevas,Joshua Ortiz
linen,190,Japan,shawl,983.75,2021,2,Mr. Daniel Hunter,Adam Salazar
polyester,271,Australia,skirt,675.19,2022,2,Diana Gonzalez,Amanda Vega
silk,176,Japan,skirt,299.55,2021,11,Mary Jones,Amanda Vega
batik,86,France,jacket,825.36,2021,1,Heather Johnson,Daniel Ramirez
wool,85,New Zealand,blouse,628.61,2020,6,Fred Rodriguez,Mark Flores
linen,277,Spain,headwear,46.0,2020,6,James Lewis,Ashley Anderson
silk,2,France,pants,55.31,2022,2,Laurie Ryan,Daniel Hubbard
linen,424,Netherlands,bags,575.12,2020,9,James Warren,Colleen Roberts
wool,224,United States,skirt,565.99,2020,3,Caitlyn Olson,Christopher Garner
polyester,29,Netherlands,dress,995.34,2022,1,Amber Rios,Matthew Delgado
batik,315,New Zealand,headwear,635.86,2020,7,Sara Collins,Megan Walker
